nx_date,nt_pool_fund_code,nt_security_name,nt_security_currency,nt_gti_code,nt_bloomberg_code,nt_yellow_key_code,nt_figi_code,nt_quotation_code,nt_quantity,nt_issuer_country_code,nt_second_quotation_currency,nt_underlying_security_name,nt_bloomberg_code_of_underlying
2024-02-23,NGT6144,,JPY,S01,2801 JT,Equity,BBG000BJ8B93,,93000,JP,,,
2024-02-22,NGT2754,ADP,EUR,S01,ADP FP,Equity,BBG000H292Q4,,26889,FR,,,
2024-02-27,NGT6144,,USD,S01,HCA UN,Equity,BBG000QW7X64,,38727,US,,,
2024-02-28,NGT6144,,USD,S01,DHR UN,Equity,BBG000BH3LR0,,141126,US,,,
2024-02-20,NGT6144,CAPITALAND INTEGRATED COMMER,SGD,S62,CICT SP,Equity,BBG000HR2RM5,,8097600,SG,,,
2024-02-20,NGT6144,CBRE GROUP INC - A,USD,S01,CBRE UN,Equity,BBG000C043Q6,,154458,US,,,
2024-02-15,NGT6144,ACCIONA SA,EUR,S01,ANA SQ,Equity,BBG000BMJFV0,,17883,ES,,,
2024-02-28,NGT6144,SUNCORP GROUP LTD,AUD,S01,SUN AT,Equity,BBG000CR4YH9,,568941,AU,,,
2023-12-28,NGT2754,G2 AD1744 3% 13-20/02/2043,USD,P05,36180C5D7,Mtge,BBG0044434T5,,1472059.842,US,,,
2024-02-21,NGT6144,AECOM,USD,S01,ACM UN,Equity,BBG000F61TD0,,191874,US,,,
2024-02-21,NGT6144,AEON CO LTD,JPY,S01,8267 JT,Equity,BBG000BN0FT1,,354900,JP,,,
2023-12-28,NGT2754,ABBVIE INC 4.25% 20-21/11/2049,USD,B01,BM0493411,Corp,BBG00XY98CK3,,150000,US,,,
2023-12-28,NGT2754,,EUR,B03,ZM4793893,Corp,BBG01CCNVYT8,,300000,PT,,,
2024-02-27,NGT6144,LKQ CORP,USD,S01,LKQ UW,Equity,BBG000PXDRY8,,294231,US,,,
2024-02-20,NGT2754,DEMANT A/S,DKK,S01,DEMANT DC,Equity,BBG000J940M0,,102501,DK,,,
2023-12-28,NGT2754,INDONESIA GOVT 8.75% 13-15/02/2044,IDR,B31,EJ7558343,Govt,BBG004TSYRY4,,5490000000,ID,,,
2023-12-27,NGT2754,UK TSY GILT 4% 23-22/10/2063,GBP,B31,,Govt,BBG01G6SV4H4,,18960000,GB,,,
2023-12-28,NGT2754,,USD,B31,BY3298571,Govt,BBG0193W0ZM3,,875160,MX,,,
2023-12-28,NGT2754,CZECH REPUBLIC 1.2% 20-13/03/2031,CZK,B31,BG1229221,Govt,BBG00RRP9NQ7,,3390000,CZ,,,
2024-02-27,NGT6144,FUJITSU LIMITED,JPY,S01,6702 JT,Equity,BBG000BGJXV4,,56400,JP,,,
2023-12-27,NGT2754,MCDONALDS CORP 3.875% 23-20/02/2031,EUR,B01,ZG2889118,Corp,BBG01K8L0384,,300000,US,,,
2023-12-28,NGT2754,AT&T INC 5.4% 23-15/02/2034,USD,B01,ZK8346676,Corp,BBG01GVH40L3,,300000,US,,,
2024-02-27,NGT6144,RIOCAN REAL ESTATE INVST TR,CAD,S62,REI-U CT,Equity,BBG000BM1R52,,191151,CA,,,
2023-12-28,NGT2754,,USD,B01,,Corp,BBG01KFGCB04,3,75000,US,,,
2024-02-22,NGT6144,BANQUE CANTONALE VAUDOIS-REG,CHF,S01,BCVN SE,Equity,BBG000BD7RK9,,16356,CH,,,
2024-02-15,NGT6144,MOLINA HEALTHCARE INC,USD,S01,MOH UN,Equity,BBG000MBHPT5,,23484,US,,,
2023-12-27,NGT2754,,EUR,B31,AM1929224,Govt,BBG00FRX6WJ7,,3300000,FR,,,
2023-12-28,NGT2754,ENEL FIN INTL NV 5% 22-15/06/2032,USD,B01,BX0750584,Corp,BBG0180YY678,3,600000,NL,,,
2024-02-20,NGT2754,BALL CORP,USD,S01,BALL UN,Equity,BBG000BDDPK6,,28059,US,,,
2023-12-22,NGT2754,PUT USD/JPY 09/02/2024 145,USD,O02,7250925,,,,11244000,US,USD,USD/JPY,536292
2023-12-28,NGT2754,,JPY,B31,ZH3204729,Govt,BBG01JMKQ517,,3666150000,JP,,,
2024-02-21,NGT6144,CAN APARTMENT PROP REAL ESTA,CAD,S62,CAR-U CT,Equity,BBG000BGHK26,,123507,CA,,,
2024-02-28,NGT6144,LY CORP,JPY,S01,4689 JT,Equity,BBG000BV9F96,,1642500,JP,,,
2023-12-22,NGT2754,,CAD,B01,BH4009172,Corp,BBG00SVF7QZ7,,2100000,US,,,
2024-02-15,NGT6144,LOREAL,EUR,S01,OR FP,Equity,BBG000BC98G6,,65277,FR,,,
2024-02-15,NGT6144,PPG INDUSTRIES INC,USD,S01,PPG UN,Equity,BBG000BRJ952,,129156,US,,,
2023-12-28,NGT2754,Credit Default Swap (F),EUR,IR,,,,,75300000,FR,EUR,ITRX XOVER CDSI S40 5Y CORP 20/12/2028,
2023-12-28,NGT2754,,EUR,B31,AZ5782398,Govt,BBG00PNTMF16,,600000,RO,,,
2024-02-20,NGT6144,HCA HEALTHCARE INC,USD,S01,HCA UN,Equity,BBG000QW7X64,6,45750,US,,,
2024-02-28,NGT6144,,USD,S01,ROK UN,Equity,BBG000BBCHL8,,62025,US,,,
2024-02-22,NGT6144,WOLTERS KLUWER,EUR,S01,WKL NA,Equity,BBG000BCHRW7,,32130,NL,,,
2024-02-26,NGT6144,REDEIA CORP SA,EUR,S01,RED SQ,Equity,BBG000C2V4T7,,527865,ES,,,
2024-02-15,NGT6144,WEST PHARMACEUTICAL SERVICES,USD,S01,WST UN,Equity,BBG000BX26F2,,42990,US,,,
2024-02-22,NGT6144,SVENSKA CELLULOSA AB SCA-B,SEK,S01,SCAB SS,Equity,BBG000BCCG29,,268410,SE,,,
2023-12-22,NGT2754,TORONTO DOM BANK 5.523% 23-17/07/2028,USD,B01,ZJ7254684,Corp,BBG01HD9B282,,300000,CA,,,
2023-12-27,NGT2754,VODAFONE GROUP 4.25% 19-17/09/2050,USD,B01,ZR5493062,Corp,BBG00Q727K80,,450000,GB,,,
2023-12-28,NGT2754,FN BX0423 5.5% 22-01/11/2052,USD,P05,3140N4PH4,Mtge,BBG01BFD5879,,800087.958,US,,,
2024-02-15,NGT6144,STEEL DYNAMICS INC,USD,S01,STLD UW,Equity,BBG000HH03N1,,62670,US,,,
2024-02-19,NGT6144,AMPLIFON SPA,EUR,S01,AMP IM,Equity,BBG000FZG9K6,,163851,IT,,,
2024-02-28,NGT6144,,EUR,S01,ELISA FH,Equity,BBG000F092P1,,51114,FI,,,
2024-02-16,NGT6144,SWIRE PROPERTIES LTD,HKD,S01,1972 HK,Equity,BBG000PQBD21,,1760400,HK,,,
2024-02-26,NGT6144,UCB SA,EUR,S01,UCB BB,Equity,BBG000BD8CR4,,100488,BE,,,
2024-02-16,NGT2754,MATSUKIYOCOCOKARA & CO,JPY,S01,3088 JT,Equity,BBG000TBPHJ8,,394500,JP,,,
2024-02-22,NGT6144,ZALANDO SE,EUR,S01,ZAL GY,Equity,BBG0072HKSY3,,36804,DE,,,
2024-02-27,NGT6144,WOLTERS KLUWER,EUR,S01,WKL NA,Equity,BBG000BCHRW7,,31803,NL,,,
2024-02-19,NGT6144,TERNA-RETE ELETTRICA NAZIONA,EUR,S01,TRN IM,Equity,BBG000BBM454,,2054319,IT,,,
2024-02-21,NGT6144,KBC GROUP NV,EUR,S01,KBC BB,Equity,BBG000BMVX65,,109482,BE,,,
2023-12-27,NGT2754,FR RB0708 2% 21-01/11/2041,USD,P05,3133KTYD6,Mtge,BBG013N8N4Z7,,272313.588,US,,,
2024-02-26,NGT6144,,HKD,S01,101 HK,Equity,BBG000BDTCX4,8,2340000,HK,,,
2024-02-21,NGT6144,,HKD,S01,66 HK,Equity,BBG000MKLJD1,,2338434,HK,,,
2023-12-28,NGT2754,INDONESIA (REP) 2.85% 20-14/02/2030,USD,B31,ZP3168132,Govt,BBG00R9SQ8X7,,1500000,ID,,,
2023-12-28,NGT2754,MEXICAN BONOS 5% 21-06/03/2025,MXN,B31,BS4948482,Govt,BBG013JYW314,,12000000,MX,,,
2024-02-15,NGT6144,BURBERRY GROUP PLC,GBP,S01,BRBY LN,Equity,BBG000NSXQ99,,176568,GB,,,
2023-12-27,NGT2754,TAKEDA PHARM 2.05% 20-31/03/2030,USD,B01,BK2963258,Corp,BBG00VSGV536,,975000,JP,,,
2024-02-28,NGT6144,,USD,S01,CNC UN,Equity,BBG000BDXFR9,,102339,US,,,
2024-02-22,NGT2754,,EUR,S01,PRX NA,Equity,BBG00NQKSQ99,,268632,NL,,,
2023-12-28,NGT2754,TAKEDA PHARM 2.05% 20-31/03/2030,USD,B01,BK2963258,Corp,BBG00VSGV536,,975000,JP,,,
2024-02-21,NGT6144,HELLOFRESH SE,EUR,S01,HFG GY,Equity,BBG00B9SRSF7,,94851,DE,,,
2023-12-27,NGT2754,PORTUGUESE OTS 0.475% 20-18/10/2030,EUR,B31,ZP3538151,Govt,BBG00RB6QXG6,,1650000,PT,,,
2023-12-27,NGT2754,ITALY BTPS 4.45% 23-01/09/2043,EUR,BA1,ZM3378175,Govt,BBG01C97H7R4,,5361000,IT,,,
2023-12-28,NGT2754,PERU B SOBERANO 5.4% 19-12/08/2034,PEN,B31,AZ1761248,Govt,BBG00PG9Y483,,810000,PE,,,
2024-02-26,NGT6144,HANKYU HANSHIN HOLDINGS INC,JPY,S01,9042 JT,Equity,BBG000BH01Q8,,297600,JP,,,
2023-12-27,NGT2754,,USD,B01,ZH8232378,Corp,BBG01JZ6D9R2,3,300000,CA,,,
2023-12-27,NGT2754,,USD,P05,3140X96F7,Mtge,BBG00ZDRK9R7,,955652.088,US,,,
2023-12-27,NGT2754,FEDEX CORP 4.25% 20-15/05/2030,USD,B01,BH5662383,Corp,BBG00T0JWS16,,300000,US,,,
2024-02-19,NGT6144,TRUIST FINANCIAL CORP,USD,S01,TFC UN,Equity,BBG000BYYNN9,,371169,US,,,
2023-12-27,NGT2754,NETHERLANDS GOVT 3.75% 10-15/01/2042,EUR,B31,EI2397178,Govt,BBG0000HF3S8,,450000,NL,,,
2023-12-22,NGT2754,INDONESIA (REP) 2.85% 20-14/02/2030,USD,B31,ZP3168132,Govt,BBG00R9SQ8X7,,1500000,ID,,,
2024-02-19,NGT6144,,EUR,S01,UMG NA,Equity,BBG012J967J2,,143538,NL,,,
2023-12-28,NGT2754,,JPY,B31,EI3995376,Govt,BBG0015W43G3,,1820250000,JP,,,
2024-02-16,NGT6144,UCB SA,EUR,S01,UCB BB,Equity,BBG000BD8CR4,,116940,BE,,,
2024-02-19,NGT6144,,AUD,S01,TCL AT,Equity,BBG000BW7HV7,,1844877,AU,,,
2023-12-28,NGT2754,POLAND GOVT BOND 3.25% 14-25/07/2025,PLN,B31,EK3155539,Govt,BBG006LDS3Q9,,1290000,PL,,,
2024-02-20,NGT2754,EDWARDS LIFESCIENCES CORP,USD,S01,EW UN,Equity,BBG000BRXR56,,301323,US,,,
2024-02-28,NGT6144,ZIMMER BIOMET HOLDINGS INC,USD,S01,ZBH UN,Equity,BBG000BKPMZ8,,174921,US,,,
2024-02-22,NGT6144,DAIKIN INDUSTRIES LTD,JPY,S01,6367 JT,Equity,BBG000BLNY73,,26400,JP,,,
2024-02-23,NGT6144,UNITED RENTALS INC,USD,S01,URI UN,Equity,BBG000BXMGQ6,,34206,US,,,
2023-12-22,NGT2754,PUT JPY/USD 20/02/2024 143,USD,O02,7252927,,,,-45930000,XX,USD,JPY/USD,
2024-02-23,NGT6144,ZALANDO SE,EUR,S01,ZAL GY,Equity,BBG0072HKSY3,,36804,DE,,,
2023-12-28,NGT2754,,USD,P05,3622A2UA8,Mtge,BBG00DDZDVM2,,172783.677,US,,,
2024-02-20,NGT6144,DNB BANK ASA,NOK,S01,DNB NO,Equity,BBG011M0SYC3,,591648,NO,,,
2024-02-27,NGT6144,SUN LIFE FINANCIAL INC,CAD,S01,SLF CT,Equity,BBG000LS69L5,,98091,CA,,,
2024-02-28,NGT6144,METTLER-TOLEDO INTERNATIONAL,USD,S01,MTD UN,Equity,BBG000BZCP64,,16149,US,,,
2023-12-28,NGT2754,AERCAP IRELAND 3% 21-29/10/2028,USD,B01,BS0681566,Corp,BBG0134PYJ12,,450000,IE,,,
2024-02-16,NGT6144,ARGENX SE,EUR,S01,ARGX BB,Equity,BBG006MF2DW2,,12597,NL,,,
2023-12-27,NGT2754,,USD,P05,3131YBUK2,Mtge,BBG00NWYKTR4,,2255712.732,US,,,
2024-02-22,NGT2754,,SGD,S01,CIT SP,Equity,BBG000BDFV12,,650400,SG,,,
2023-12-27,NGT2754,BNP PARIBAS 23-05/12/2034 FRN,USD,B03,ZG4109747,Corp,BBG01KC2QKW8,,300000,FR,,,
2023-12-22,NGT2754,,USD,B03,ZH5292920,Corp,BBG01JRLDD17,,300000,US,,,
2024-02-21,NGT6144,,USD,S01,LRCX UW,Equity,BBG000BNFW27,,64713,US,,,
2024-02-22,NGT6144,,HKD,S01,1299 HK,Equity,BBG0016XR1Q8,,1600800,HK,,,
2023-12-28,NGT2754,STACR 2020-DNA5 M2 20-25/10/2050 FRN,USD,P07,CX2PE10K,Mtge,BBG00XRHYTG2,,465437.1384,US,,,
2024-02-22,NGT2754,TELUS CORP,CAD,S01,T CT,Equity,BBG000BZYZZ6,,588279,CA,,,
2024-02-15,NGT6144,JSR CORP,JPY,S01,4185 JT,Equity,BBG000BG43J0,,89400,JP,,,
2024-02-22,NGT6144,SCENTRE GROUP,AUD,S62,SCG AT,Equity,BBG0064P2D14,,4011960,AU,,,
2023-12-22,NGT2754,DOMINION RESOURCES 6.3% 03-15/03/2033,USD,B01,EC8860545,Corp,BBG00002WJN2,,450000,US,,,
2024-02-19,NGT6144,HASBRO INC,USD,S01,HAS UW,Equity,BBG000BKVWG0,,134595,US,,,
2023-12-22,NGT2754,COLOMBIA TES 5.75% 20-03/11/2027,COP,B31,ZP5354458,Govt,BBG00RDKC702,,951000000,CO,,,
2023-12-28,NGT2754,,THB,B31,EH9993682,Govt,BBG00001VXZ1,,2820000,TH,,,
2023-12-27,NGT2754,BNPP RMB BOND XCA,USD,U01,,,,21,59638.932,LU,,,
2024-02-20,NGT6144,QIAGEN N.V.,EUR,S01,QIA GY,Equity,BBG000H50QW6,,231480,NL,,,
2023-12-22,NGT2754,SANDOZ FINANCE 4.22% 23-17/04/2030,EUR,B01,ZH9095337,Corp,BBG01K0RQZ35,,300000,NL,,,
2024-02-16,NGT6144,MARSH & MCLENNAN COS,USD,S01,MMC UN,Equity,BBG000BP4P74,6,191145,US,,,
2023-12-27,NGT2754,REP OF AUSTRIA 0.5% 19-20/02/2029,EUR,B31,AW9459495,Govt,BBG00N6TDJ21,,150000,AT,,,
2024-02-19,NGT6144,AMERICAN EXPRESS CO,USD,S01,AXP UN,Equity,BBG000BCR153,,129180,US,,,
2024-02-28,NGT2754,,JPY,S01,9042 JT,Equity,BBG000BH01Q8,,294600,JP,,,
2023-12-27,NGT2754,Credit Default Swap (C),EUR,IR,,,,,-75300000,FR,EUR,ITRX XOVER CDSI S40 5Y CORP 20/12/2028,
2024-02-26,NGT6144,IBIDEN CO LTD,JPY,S01,4062 JT,Equity,BBG000BG1XQ9,,146700,JP,,,
2024-02-26,NGT6144,AIA GROUP LTD,HKD,S01,1299 HK,Equity,BBG0016XR1Q8,,1600800,HK,,,
2024-02-20,NGT6144,DAYFORCE INC,USD,S01,DAY UN,Equity,BBG00KG0HRN4,,123156,US,,,
2024-02-19,NGT6144,COMPUTERSHARE LTD,AUD,S01,CPU AT,Equity,BBG000BKP1M8,,224496,AU,,,
2024-02-19,NGT6144,EDWARDS LIFESCIENCES CORP,USD,S01,EW UN,Equity,BBG000BRXR56,,301323,US,,,
2024-02-23,NGT6144,,AUD,S62,MGR AT,Equity,BBG000BK3JX1,,3250788,AU,,,
2024-02-23,NGT6144,CUMMINS INC,USD,S01,CMI UN,Equity,BBG000BGPXY4,,5199,US,,,
2024-02-20,NGT6144,WW GRAINGER INC,USD,S01,GWW UN,Equity,BBG000BKR342,,21603,US,,,
2024-02-27,NGT6144,,JPY,S01,6988 JT,Equity,BBG000BGP940,,66600,JP,,,
2024-02-28,NGT2754,ADP,EUR,S01,ADP FP,Equity,BBG000H292Q4,,26889,FR,,,
2024-02-26,NGT6144,NOKIA OYJ,EUR,S01,NOKIA FH,Equity,BBG000BBWZ54,20,3466104,FI,,,
2023-12-22,NGT2754,INTEREST RATE SWAP (F),GBP,IR,,,,,35700000,FR,GBP,INTEREST RATE SWAP,
2024-02-27,NGT2754,,AUD,S01,ASX AT,Equity,BBG000BQ3XG6,,39642,AU,,,
2023-12-28,NGT2754,EUROPEAN UNION 3.375% 22-04/11/2042,EUR,B31,BZ6394200,Govt,BBG019ZY5B88,,3442500,BE,,,
2023-12-27,NGT2754,,KRW,B31,EK9436339,Govt,BBG009BC6Q25,,466800000,KR,,,
2024-02-28,NGT6144,AUTODESK INC,USD,S01,ADSK UW,Equity,BBG000BM7TD3,,106083,US,,,
2023-12-27,NGT2754,,USD,P05,36179VSF8,Mtge,BBG00TGXYH29,,2108800.115,US,,,
2024-02-15,NGT6144,,USD,S01,DGX UN,Equity,BBG000BN85Z8,,63489,US,,,
2024-02-22,NGT6144,SEVERN TRENT PLC,GBP,S01,SVT LN,Equity,BBG000BS5FD2,,253047,GB,,,
2024-02-27,NGT6144,RAKUTEN GROUP INC,JPY,S01,4755 JT,Equity,BBG000CGWWJ4,,1082100,JP,,,
2023-12-27,NGT2754,,USD,B01,ZH2529464,Corp,BBG01JLVW633,,300000,US,,,
2024-02-28,NGT6144,ADOBE INC,USD,S01,ADBE UW,Equity,BBG000BB5BP5,,61569,US,,,
2024-02-19,NGT6144,LENNOX INTERNATIONAL INC,USD,S01,LII UN,Equity,BBG000BB5D35,,24918,US,,,
2024-02-26,NGT6144,GILDAN ACTIVEWEAR INC,CAD,S01,GIL CT,Equity,BBG000BQ6093,,102702,CA,,,
2024-02-26,NGT6144,BROOKFIELD RENEWABLE COR-A,CAD,S01,BEPC CT,Equity,BBG00W5FR6F1,,176022,US,,,
2023-12-28,NGT2754,,USD,B31,ZO5317961,Govt,BBG00XGCTQJ4,,7200000,DO,,,
2023-12-28,NGT2754,NETHERLANDS GOVT 3.75% 10-15/01/2042,EUR,B31,EI2397178,Govt,BBG0000HF3S8,,450000,NL,,,
2023-12-27,NGT2754,ITALY BTPS 5% 07-01/08/2039,EUR,BA1,EG9398371,Govt,BBG0000KQPK8,,630000,IT,,,
2024-02-15,NGT6144,,NOK,S01,TEL NO,Equity,BBG000BBPV51,,264117,NO,,,
2023-12-27,NGT2754,CANADA-GOVT 3.5% 11-01/12/2045,CAD,B31,EI7057215,Govt,BBG001QWS1P8,,3570000,CA,,,
2024-02-16,NGT6144,HANKYU HANSHIN HOLDINGS INC,JPY,S01,9042 JT,Equity,BBG000BH01Q8,,345900,JP,,,
2024-02-19,NGT6144,,USD,S01,ILMN UW,Equity,BBG000DSQ5M9,,72132,US,,,
2024-02-26,NGT6144,FUJITSU LIMITED,JPY,S01,6702 JT,Equity,BBG000BGJXV4,,56700,JP,,,
2024-02-22,NGT6144,,USD,S01,LII UN,Equity,BBG000BB5D35,,21396,US,,,
2023-12-27,NGT2754,,EUR,B31,AR1112820,Govt,BBG00JZ30CY9,,1920000,FI,,,
2023-12-22,NGT2754,,USD,B01,ZN2252684,Corp,BBG01BFG0SQ2,,150000,US,,,
2023-12-28,NGT2754,MEXICAN BONOS 7.75% 12-13/11/2042,MXN,B31,EJ1291206,Govt,BBG002W625T1,,9000000,MX,,,
2024-02-15,NGT6144,COCHLEAR LTD,AUD,S01,COH AT,Equity,BBG000FT0N80,,55902,AU,,,
2023-12-28,NGT2754,PUT ITRX XOVER CDSI S40 21/02/2024 4.75,EUR,O26,7249108,,,,268500000,LU,EUR,ITRX XOVER CDSI S40 5Y CORP 20/12/2028,2I667KKS6
2024-02-28,NGT6144,,USD,S01,LBTYK UW,Equity,BBG01K9KJ3B1,,293565,BM,,,
2024-02-15,NGT2754,CREDIT AGRICOLE SA,EUR,S01,ACA FP,Equity,BBG000DVJ6L9,,186117,FR,,,
2023-12-27,NGT2754,JPMORGAN CHASE 23-01/06/2034 FRN,USD,B03,ZK7838244,Corp,BBG01GSP6YG9,,750000,US,,,
2024-02-27,NGT6144,MINERAL RESOURCES LTD,AUD,S01,MIN AT,Equity,BBG000M2YQC2,,95784,AU,,,
2024-02-15,NGT6144,,USD,S01,TSCO UW,Equity,BBG000BLY8F9,14,59958,US,,,
2024-02-26,NGT6144,,HKD,S01,19 HK,Equity,BBG000BF0315,,558000,HK,,,
2024-02-19,NGT6144,FISERV INC,USD,S01,FI UN,Equity,BBG000BJL0P4,,182193,US,,,
2024-02-26,NGT6144,XYLEM INC,USD,S01,XYL UN,Equity,BBG00256TDP9,,115284,US,,,
2024-02-19,NGT6144,IRON MOUNTAIN INC,USD,S62,IRM UN,Equity,BBG000KCZRG5,,298659,US,,,
2023-12-22,NGT2754,,USD,B31,BY3298571,Govt,BBG0193W0ZM3,,875160,MX,,,
2024-02-26,NGT6144,,USD,S62,NLY UN,Equity,BBG000BJFKR5,,355047,US,,,
2024-02-20,NGT6144,,JPY,S01,8601 JT,Equity,BBG000BGW9J6,,1557900,JP,,,
2024-02-15,NGT6144,LENNOX INTERNATIONAL INC,USD,S01,LII UN,Equity,BBG000BB5D35,,24918,US,,,
2024-02-23,NGT6144,SWEDISH ORPHAN BIOVITRUM AB,SEK,S01,SOBI SS,Equity,BBG000C3YBT6,,52227,SE,,,
2023-12-28,NGT2754,PUT JPY/USD 20/02/2024 143,USD,O02,7252927,,,,-45930000,XX,USD,JPY/USD,
2024-02-22,NGT6144,COCA-COLA EUROPACIFIC PARTNE,USD,S01,CCEP UW,Equity,BBG00B6BFWM3,,109875,GB,,,
2024-02-23,NGT6144,COLES GROUP LTD,AUD,S01,COL AT,Equity,BBG00MK2SRN9,,555273,AU,,,
2023-12-28,NGT2754,HUTAMA KARYA PER 3.75% 20-11/05/2030,USD,B01,BJ2559455,Corp,BBG00TN0F9H6,,600000,ID,,,
2023-12-27,NGT2754,,AUD,B31,BK4676346,Govt,BBG00W041NP1,,450000,AU,,,
2024-02-22,NGT2754,LOGITECH INTERNATIONAL-REG,CHF,S01,LOGN SE,Equity,BBG003FBHSJ2,,93882,CH,,,
2024-02-22,NGT6144,KNIGHT-SWIFT TRANSPORTATION,USD,S01,KNX UN,Equity,BBG001BD46F2,,155193,US,,,
2024-02-21,NGT6144,KERING,EUR,S01,KER FP,Equity,BBG000BCB150,,15801,FR,,,
2023-12-28,NGT2754,HUNGARY GOVT 3% 18-27/10/2038,HUF,B31,AR0226704,Govt,BBG00JXGPT05,,21660000,HU,,,
2024-02-26,NGT6144,BEIJER REF AB,SEK,S01,BEIJB SS,Equity,BBG000BJ94K5,,9813,SE,,,
2024-02-21,NGT2754,TIS INC,JPY,S01,3626 JT,Equity,BBG000MYGXQ2,,265200,JP,,,
2024-02-27,NGT6144,IDEX CORP,USD,S01,IEX UN,Equity,BBG000C1HPK7,,97344,US,,,
2024-02-26,NGT6144,GIVAUDAN-REG,CHF,S01,GIVN SE,Equity,BBG00HCYH960,,3303,CH,,,
2024-02-16,NGT6144,STEEL DYNAMICS INC,USD,S01,STLD UW,Equity,BBG000HH03N1,,62670,US,,,
2023-12-27,NGT2754,FNCL 5.5 1/13 5.5% 13-25/06/2038,USD,P09,01F052615,Mtge,BBG00BT1PCC4,3,5700000,US,,,
2023-12-28,NGT2754,PUT USD/JPY 03/10/2024 130,USD,O02,7252540,,,,53370000,US,USD,USD/JPY,9009393
2024-02-28,NGT6144,RECORDATI INDUSTRIA CHIMICA,EUR,S01,REC IM,Equity,BBG000BC7PF1,,134634,IT,,,
2023-12-27,NGT2754,,KRW,B31,EI9135811,Govt,BBG002C6MW85,,660000000,KR,,,
2024-02-23,NGT6144,ASX LTD,AUD,S01,ASX AT,Equity,BBG000BQ3XG6,,39642,AU,,,
2024-02-15,NGT2754,TORONTO-DOMINION BANK,CAD,S01,TD CT,Equity,BBG000BCRN55,,416955,CA,,,
2024-02-23,NGT6144,FORTUNE BRANDS INNOVATIONS I,USD,S01,FBIN UN,Equity,BBG001VCCJW6,,165054,US,,,
2024-02-19,NGT6144,CARL ZEISS MEDITEC AG - BR,EUR,S01,AFX GY,Equity,BBG000C7X5F6,,16194,DE,,,
2024-02-23,NGT6144,,JPY,S01,6988 JT,Equity,BBG000BGP940,,67200,JP,,,
2023-12-27,NGT2754,EURO BK RECON&DV 6% 23-17/01/2030,IDR,B01,ZM2790677,Corp,BBG01C851108,,17400000000,SP,,,
2024-02-28,NGT6144,FASTENAL CO,USD,S01,FAST UW,Equity,BBG000BJ96W7,,327792,US,,,
2024-02-26,NGT6144,LAM RESEARCH CORP,USD,S01,LRCX UW,Equity,BBG000BNFW27,,55176,US,,,
2024-02-21,NGT2754,PROSUS NV,EUR,S01,PRX NA,Equity,BBG00NQKSQ99,,314124,NL,,,
2024-02-28,NGT6144,,USD,S01,MCO UN,Equity,BBG000F86JD3,,66372,US,,,
2024-02-21,NGT6144,ALIGN TECHNOLOGY INC,USD,S01,ALGN UW,Equity,BBG000BRNWJ1,,31056,US,,,
2023-12-27,NGT2754,FNCI 4 1/13 4% 13-25/02/2025,USD,P09,01F040412,Mtge,BBG00BT1PJL9,,900000,US,,,
2023-12-22,NGT2754,PUT JPY/EUR 04/03/2024 149,EUR,O02,7251922,,,,-52950000,XX,EUR,JPY/EUR,
2023-12-22,NGT2754,DEUTSCHE BANK AG 22-23/02/2028 FRN,EUR,B03,BU6022612,Corp,BBG015D754H5,,300000,DE,,,
2023-12-22,NGT2754,UNITED KINGDOM G 3.5% 14-22/01/2045,GBP,B31,EK3339349,Govt,BBG006N6HZM7,,1980000,GB,,,
2024-02-22,NGT6144,LY CORP,JPY,S01,4689 JT,Equity,BBG000BV9F96,,1659300,JP,,,
2024-02-20,NGT6144,,AUD,S01,TCL AT,Equity,BBG000BW7HV7,,1844877,AU,,,
2023-12-28,NGT2754,DEXIA CRED LOCAL 1.25% 14-26/11/2024,EUR,B01,EK6125562,Corp,BBG007K774L7,,300000,FR,,,
2024-02-22,NGT6144,CENTENE CORP,USD,S01,CNC UN,Equity,BBG000BDXFR9,6,103389,US,,,
2024-02-20,NGT6144,REPLIGEN CORP,USD,S01,RGEN UW,Equity,BBG000BS4JZ1,,44385,US,,,
2024-02-21,NGT2754,COLOPLAST-B,DKK,S01,COLOB DC,Equity,BBG000BLV8Z0,,71598,DK,,,
2024-02-28,NGT2754,TRANSURBAN GROUP,AUD,S01,TCL AT,Equity,BBG000BW7HV7,,1561713,AU,,,
2024-02-22,NGT6144,,EUR,S01,ELI BB,Equity,BBG000KR9Z28,,38253,BE,,,
2024-02-26,NGT6144,DAIKIN INDUSTRIES LTD,JPY,S01,6367 JT,Equity,BBG000BLNY73,,26400,JP,,,
2024-02-22,NGT6144,FASTENAL CO,USD,S01,FAST UW,Equity,BBG000BJ96W7,,331149,US,,,
2024-02-27,NGT6144,EXELON CORP,USD,S01,EXC UW,Equity,BBG000J6Y864,,538593,US,,,
2024-02-27,NGT6144,SCHRODERS PLC,GBP,S01,SDR LN,Equity,BBG000BF0TF3,,53940,US,,,
2024-02-15,NGT6144,EXPEDITORS INTL WASH INC,USD,S01,EXPD UN,Equity,BBG000BJ5RP3,,131013,US,,,
2024-02-27,NGT6144,LEG IMMOBILIEN SE,EUR,S01,LEG GY,Equity,BBG003T0P9H6,,47541,DE,,,
2023-12-22,NGT2754,INTEREST RATE SWAP (F),EUR,IR,,,,,51300000,GB,EUR,INFLATION LINKED SWAP,
2024-02-21,NGT6144,,USD,S01,DGX UN,Equity,BBG000BN85Z8,,63489,US,,,
