nx_date,nt_trade_date,nt_accounting_date,nt_fund_code,nt_security_description,nt_security_currency,nt_gti_code,nt_quotation_name,nt_issuer_country_name,nt_bloomberg_code,nt_transaction_quantity,nt_transaction_price
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,C.H. ROBINSON WORLDWIDE INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),CHRW UW,10599,217.5
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,SG HOLDINGS CO LTD,JPY,S01,TOKYO,JAPAN,9143 JT,41700,5773.5
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,NXP SEMICONDUCTORS NV,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),NETHERLANDS,NXPI UW,35835,705.96
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,ALLEGION PLC,USD,S01,N.Y.S.E.,IRELAND,ALLE UN,345,388.98
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SWISS RE AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,SREN SE,1227,294.78
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,WATERS CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),WAT UN,1752,968.46
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,IBIDEN CO LTD,JPY,S01,TOKYO,JAPAN,4062 JT,8400,22140
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,AECOM,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ACM UN,1170,268.41
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,NITTO DENKO CORP,JPY,S01,TOKYO,JAPAN,6988 JT,900,34245
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SOFTBANK CORP,JPY,S01,TOKYO,JAPAN,9434 JT,10800,5964
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,TERNA-RETE ELETTRICA NAZIONA,EUR,S01,EURONEXT MILAN,ITALY,TRN IM,12528,21.96
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,NORTHERN STAR RESOURCES LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,NST AT,48645,39.51
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,PRUDENTIAL FINANCIAL INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PRU UN,957,305.52
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,WORKDAY INC-CLASS A,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),WDAY UW,14919,896.88
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,SUN LIFE FINANCIAL INC,CAD,S01,TSX Toronto Stock Exchange,CANADA,SLF CT,15525,217.59
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,DEMANT A/S,DKK,S01,COPENHAGEN,DENMARK,DEMANT DC,13884,1095
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,KYOWA KIRIN CO LTD,JPY,S01,TOKYO,JAPAN,4151 JT,18900,8289
2/13/2024,12/28/2023 0:00:00,"Tuesday, February 13",NGT6144,TRANSURBAN GROUP,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,TCL AT,2050221,0.00675816
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,HANKYU HANSHIN HOLDINGS INC,JPY,S01,TOKYO,JAPAN,9042 JT,3900,13839
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,ARGENX SE,EUR,S01,EURONEXT BRUSSELS,NETHERLANDS,ARGX BB,585,1120.5
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,FASTENAL CO,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),FAST UW,1206,203.79
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DOLLARAMA INC,CAD,S01,TSX Toronto Stock Exchange,CANADA,DOL CT,9558,302.1
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,MERCURY NZ LTD,NZD,S01,NEW ZEALAND,NEW-ZEALAND,MCY NZ,47025,20.55
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,HANG SENG BANK LTD,HKD,S01,HONG KONG,HONG KONG,11 HK,3900,268.8
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,MEDIOBANCA SPA,EUR,S01,EURONEXT MILAN,ITALY,MB IM,6297,35.82
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,SOFTBANK CORP,JPY,S01,TOKYO,JAPAN,9434 JT,135600,5919
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,NATIONAL BANK OF CANADA,CAD,S01,TSX Toronto Stock Exchange,CANADA,NA CT,1773,306.93
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,XYLEM INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),XYL UN,348,375.3
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,PENTAIR PLC,USD,S01,N.Y.S.E.,GREAT-BRITAIN,PNR UN,5913,219.51
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,ACCIONA SA,EUR,S01,SIBE MERCADO CONTINUO,SPAIN,ANA SQ,2421,323.7
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,KBC GROUP NV,EUR,S01,EURONEXT BRUSSELS,BELGIUM,KBC BB,1269,179.58
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,VESTAS WIND SYSTEMS A/S,DKK,S01,COPENHAGEN,DENMARK,VWS DC,7995,575.4
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,INTUIT INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),INTU UW,10131,1914.81
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,PROGRESSIVE CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PGR UN,909,580.74
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,HENRY SCHEIN INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),HSIC UW,28767,225.27
2/8/2024,2/8/2024 0:00:00,"Thursday, February 8",NGT6144,HUNT (JB) TRANSPRT SVCS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),JBHT UW,72501,1.29
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,BLACKROCK INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BLK UN,552,2364
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,INTUIT INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),INTU UW,1026,1834.08
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,INTUIT INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),INTU UW,759,1971.39
1/30/2024,1/30/2024 0:00:00,"Tuesday, January 30",NGT6144,QIAGEN N.V.,EUR,S01,XETRA FRANKFURT,NETHERLANDS,QIA GY,0,125.85
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,US BANCORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),USB UN,40569,122.46
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,FORTUNE BRANDS INNOVATIONS I,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FBIN UN,5409,232.77
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,SVENSKA HANDELSBANKEN-A SHS,SEK,S01,STOCKHOLM,SWEDEN,SHBA SS,9408,360.3
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,MARTIN MARIETTA MATERIALS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MLM UN,603,1618.38
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,GRACO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GGG UN,801,254.58
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,DOVER CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DOV UN,1464,452.07
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,BOC HONG KONG HOLDINGS LTD,HKD,S01,HONG KONG,HONG KONG,2388 HK,25500,55.38
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,HENRY SCHEIN INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),HSIC UW,2280,222.6
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SEGRO PLC,GBP,S62,LSE SETS,GREAT-BRITAIN,SGRO LN,9273,25.152
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,TOKIO MARINE HOLDINGS INC,JPY,S01,TOKYO,JAPAN,8766 JT,3000,13032
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,NASDAQ INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),NDAQ UW,2631,171.75
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,ABRDN PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,ABDN LN,24489,5.169
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,INTUIT INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),INTU UW,180,1973.76
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,GILEAD SCIENCES INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),GILD UW,2940,219.12
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,AVANTOR INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AVTR UN,76761,73.23
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,PRUDENTIAL FINANCIAL INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PRU UN,786,324.96
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,SYNCHRONY FINANCIAL,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),SYF UN,34041,118.98
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,PENTAIR PLC,USD,S01,N.Y.S.E.,GREAT-BRITAIN,PNR UN,5478,223.44
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,AGNICO EAGLE MINES LTD,CAD,S01,TSX Toronto Stock Exchange,CANADA,AEM CT,6693,188.13
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,WELLTOWER INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),WELL UN,648,281.46
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,KNIGHT-SWIFT TRANSPORTATION,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),KNX UN,2082,171.12
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,STATE STREET CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),STT UN,23358,216.45
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,SECOM CO LTD,JPY,S01,TOKYO,JAPAN,9735 JT,2100,31920
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,TELUS CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,T CT,-7896,74.19
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,INFORMA PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,INF LN,111528,24.576
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,PPG INDUSTRIES INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PPG UN,2886,418.74
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,INTACT FINANCIAL CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,IFC CT,2799,633.54
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,ELISA OYJ,EUR,S01,HELSINKI,FINLAND,ELISA FH,3429,122.4
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,IQVIA HOLDINGS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IQV UN,1989,624.69
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,TELUS CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,T CT,99621,72.6
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,EXPEDITORS INTL WASH INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),EXPD UN,1137,357.9
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DECKERS OUTDOOR CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DECK UN,348,2535.66
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,KONINKLIJKE AHOLD DELHAIZE N,EUR,S01,EURONEXT AMSTERDAM,NETHERLANDS,AD NA,44202,82.995
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,NOVOZYMES A/S-B SHARES,DKK,S01,COPENHAGEN,DENMARK,NZYMB DC,1092,1069.2
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,BUILDERS FIRSTSOURCE INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BLDR UN,1317,555.99
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,KYOWA KIRIN CO LTD,JPY,S01,TOKYO,JAPAN,4151 JT,3600,8751
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,METTLER-TOLEDO INTERNATIONAL,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MTD UN,360,3652.41
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,PANDORA A/S,DKK,S01,COPENHAGEN,DENMARK,PNDORA DC,375,2918.4
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,AXON ENTERPRISE INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),AXON UW,576,765.03
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,VERIZON COMMUNICATIONS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),VZ UN,2013,116.82
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,INTERPUBLIC GROUP OF COS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IPG UN,46131,97.29
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,TELUS CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,T CT,7377,70.92
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,HENRY SCHEIN INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),HSIC UW,5811,225.69
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,LOWES COS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),LOW UN,306,654.69
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,NEWMONT CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),NEM UN,5409,96.36
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,WW GRAINGER INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GWW UN,237,2833.2
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,OLD DOMINION FREIGHT LINE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ODFL UW,144,1147.2
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,TRUIST FINANCIAL CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TFC UN,4026,106.23
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,TRANSURBAN GROUP,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,TCL AT,4737,39.93
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,AEON CO LTD,JPY,S01,TOKYO,JAPAN,8267 JT,18000,10632
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,GILDAN ACTIVEWEAR INC,CAD,S01,TSX Toronto Stock Exchange,CANADA,GIL CT,6519,138.18
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,LAM RESEARCH CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),LRCX UW,957,2496.63
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,DAIWA SECURITIES GROUP INC,JPY,S01,TOKYO,JAPAN,8601 JT,13500,3301.5
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,KELLANOVA,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),K UN,7875,164.37
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,MERCURY NZ LTD,NZD,S01,NEW ZEALAND,NEW-ZEALAND,MCY NZ,116094,20.67
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,OWENS CORNING,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),OC UN,8868,431.01
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,STEEL DYNAMICS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),STLD UW,8490,366.15
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,XYLEM INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),XYL UN,3810,340.08
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,MTR CORP,HKD,S01,HONG KONG,HONG KONG,66 HK,108000,76.65
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,CSL LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,CSL AT,1731,915
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,EXELON CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),EXC UW,12708,105.03
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,ORION OYJ-CLASS B,EUR,S01,HELSINKI,FINLAND,ORNBV FH,17985,115.92
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,POOL CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),POOL UW,387,1171.98
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,FASTENAL CO,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),FAST UW,996,216.18
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,QBE INSURANCE GROUP LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,QBE AT,4764,50.85
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,PROSUS NV,EUR,S01,EURONEXT AMSTERDAM,NETHERLANDS,PRX NA,3225,87.3
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,INGERSOLL-RAND INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IR UN,4332,259.47
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,ELECTRONIC ARTS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),EA UW,3183,413.76
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,ZURICH INSURANCE GROUP AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,ZURN SE,2616,1341.3
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SOFTBANK CORP,JPY,S01,TOKYO,JAPAN,9434 JT,8100,5950.5
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,BIOMERIEUX,EUR,S01,EURONEXT PARIS,FRANCE,BIM FP,2073,305.4
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,FISERV INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FI UN,1113,452.88
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,BROADRIDGE FINANCIAL SOLUTIO,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BR UN,2082,612.6
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,PAYLOCITY HOLDING CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),PCTY UW,270,512.37
1/30/2024,1/30/2024 0:00:00,"Tuesday, January 30",NGT6144,QIAGEN N.V.,EUR,S01,XETRA FRANKFURT,NETHERLANDS,QIA GY,0,125.85
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,ADVANTEST CORP,JPY,S01,TOKYO,JAPAN,6857 JT,4500,17712
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,FOX CORP - CLASS B,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),FOX UW,2469,87.54
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,OLD DOMINION FREIGHT LINE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ODFL UW,1056,1305.99
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,NXP SEMICONDUCTORS NV,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),NETHERLANDS,NXPI UW,2682,701.88
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,MOODYS CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MCO UN,654,1169.46
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,REPLIGEN CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),RGEN UW,510,561.15
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,DANAHER CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DHR UN,1017,754.95
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,COCA-COLA EUROPACIFIC PARTNE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),GREAT-BRITAIN,CCEP UW,1473,202.68
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,LY CORP,JPY,S01,TOKYO,JAPAN,4689 JT,260100,1269.6
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,TESLA INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TSLA UW,4887,580.71
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,ZIMMER BIOMET HOLDINGS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ZBH UN,3594,365.07
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,POSTE ITALIANE SPA,EUR,S01,EURONEXT MILAN,ITALY,PST IM,19506,29.376
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,TAKE-TWO INTERACTIVE SOFTWRE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TTWO UW,684,449.13
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,BERKELEY GROUP HOLDINGS/THE,GBP,S01,LSE SETS,GREAT-BRITAIN,BKG LN,966,143.55
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,TAKE-TWO INTERACTIVE SOFTWRE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TTWO UW,993,464.73
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,NATIONAL BANK OF CANADA,CAD,S01,TSX Toronto Stock Exchange,CANADA,NA CT,23694,311.67
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,DECKERS OUTDOOR CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DECK UN,567,2324.28
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,MARTIN MARIETTA MATERIALS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MLM UN,603,1618.38
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,MOODYS CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MCO UN,1398,1215.51
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,ROBERT HALF INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),RHI UN,738,241.56
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,NORTHERN TRUST CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),NTRS UW,1854,243.75
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,AJINOMOTO CO INC,JPY,S01,TOKYO,JAPAN,2802 JT,2700,18507
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,FORTIVE CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FTV UN,3186,222.96
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,NATIONAL BANK OF CANADA,CAD,S01,TSX Toronto Stock Exchange,CANADA,NA CT,23694,311.67
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SCHNEIDER ELECTRIC SE,EUR,S01,EURONEXT PARIS,FRANCE,SU FP,765,630
2/14/2024,2/14/2024 0:00:00,"Wednesday, February 14",NGT6144,CAPITALAND INTEGRATED COMMER,SGD,S62,SINGAPORE,SINGAPORE,CICT SP,8009700,0.0009
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,LAM RESEARCH CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),LRCX UW,1293,2734.74
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,AGILENT TECHNOLOGIES INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),A UN,1395,394.47
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,FINECOBANK SPA,EUR,S01,EURONEXT MILAN,ITALY,FBK IM,13791,38.655
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,US BANCORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),USB UN,3216,125.91
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,AUTODESK INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ADSK UW,2358,800.04
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SUNCORP GROUP LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,SUN AT,5826,46.98
1/30/2024,1/30/2024 0:00:00,"Tuesday, January 30",NGT6144,TEXAS INSTRUMENTS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TXN UW,477390,3.9
